"id","time","topic","payload"
"268997141","2024-12-16 21:13:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8HMP88QGGVH069MDVTWY19""],""received_at"":""2024-12-16T20:13:05.366650843Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10999,""frm_payload"":""AXVgA2ctAQRoQg=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":33,""temperature"":30.1},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2D 01 04 68 42"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:13:05.116232Z"",""timestamp"":1047651963,""rssi"":-39,""channel_rssi"":-39,""snr"":8.25,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQEPvMx/MDGgsI0ZOCuwYQudG0TCD4oLHnvoAK"",""received_at"":""2024-12-16T20:13:05.134076239Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""868100000"",""timestamp"":1047651963,""time"":""2024-12-16T20:13:05.116232Z""},""received_at"":""2024-12-16T20:13:05.161096314Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268996628","2024-12-16 21:12:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8HJVNEHWN891F9T5DMKTDK""],""received_at"":""2024-12-16T20:12:05.375260942Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10998,""frm_payload"":""AXVgA2csAQRoQQ=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":32.5,""temperature"":30},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2C 01 04 68 41"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:12:05.121414Z"",""timestamp"":987656484,""rssi"":-37,""channel_rssi"":-37,""snr"":9.25,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQEKTi+dYDGgsIlZOCuwYQvrH8TiCg6aen3/4J"",""channel_index"":6,""received_at"":""2024-12-16T20:12:05.140376376Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""867700000"",""timestamp"":987656484,""time"":""2024-12-16T20:12:05.121414Z""},""received_at"":""2024-12-16T20:12:05.167367952Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268996117","2024-12-16 21:11:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8HH12K5BA4EBBXKKJSAB3E""],""received_at"":""2024-12-16T20:11:05.381006258Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10997,""frm_payload"":""AXVgA2csAQRoQg=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":33,""temperature"":30},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2C 01 04 68 42"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:11:05.122832Z"",""timestamp"":927657771,""rssi"":-43,""channel_rssi"":-43,""snr"":7,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQEKveq7oDGgsI2ZKCuwYQxIrEUSD4/9jl//wJ"",""channel_index"":2,""received_at"":""2024-12-16T20:11:05.146013451Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""868500000"",""timestamp"":927657771,""time"":""2024-12-16T20:11:05.122832Z""},""received_at"":""2024-12-16T20:11:05.172448618Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268995623","2024-12-16 21:10:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8HF6F66T32YY12S8EFH8BZ""],""received_at"":""2024-12-16T20:10:05.367939426Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10996,""frm_payload"":""AXVgA2csAQRoQg=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":33,""temperature"":30},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2C 01 04 68 42"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:10:05.124166Z"",""timestamp"":867657867,""rssi"":-39,""channel_rssi"":-39,""snr"":8.75,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQEIvR3Z0DGgsInZKCuwYQ9dXASyD4vcGjoPsJ"",""received_at"":""2024-12-16T20:10:05.133427937Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""868100000"",""timestamp"":867657867,""time"":""2024-12-16T20:10:05.124166Z""},""received_at"":""2024-12-16T20:10:05.159709868Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268995111","2024-12-16 21:09:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8HDBWR9GX4CPZH9Q670QNB""],""received_at"":""2024-12-16T20:09:05.387905085Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10995,""frm_payload"":""AXVgA2ctAQRoQg=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":33,""temperature"":30.1},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2D 01 04 68 42"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:09:05.124161Z"",""timestamp"":807657155,""rssi"":-33,""channel_rssi"":-33,""snr"":9,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQEMO9j4EDGgsI4ZGCuwYQtrKAVCC40/jgwPkJ"",""channel_index"":3,""received_at"":""2024-12-16T20:09:05.151448147Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""867100000"",""timestamp"":807657155,""time"":""2024-12-16T20:09:05.124161Z""},""received_at"":""2024-12-16T20:09:05.176920001Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268994614","2024-12-16 21:08:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8HBH9KDMP3BTX1SR7QGTZR""],""received_at"":""2024-12-16T20:08:05.379624222Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10994,""frm_payload"":""AXVgA2ctAQRoQw=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":33.5,""temperature"":30.1},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2D 01 04 68 43"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:08:05.127509Z"",""timestamp"":747659828,""rssi"":-35,""channel_rssi"":-35,""snr"":8.75,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQELTEweQCGgsIpZGCuwYQ5cWQUSCgtv6f4fcJ"",""channel_index"":6,""received_at"":""2024-12-16T20:08:05.146273730Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""867700000"",""timestamp"":747659828,""time"":""2024-12-16T20:08:05.127509Z""},""received_at"":""2024-12-16T20:08:05.173009330Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268994191","2024-12-16 21:07:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8H9PPP80QZ0ZCZJ9AF27QR""],""received_at"":""2024-12-16T20:07:05.381970527Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10993,""frm_payload"":""AXVgA2ctAQRoQQ=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":32.5,""temperature"":30.1},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2D 01 04 68 41"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:07:05.129484Z"",""timestamp"":687661140,""rssi"":-33,""channel_rssi"":-33,""snr"":9,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQENTA88cCGgsI6ZCCuwYQtJqZUyCgkLHegfYJ"",""channel_index"":4,""received_at"":""2024-12-16T20:07:05.150609937Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""867300000"",""timestamp"":687661140,""time"":""2024-12-16T20:07:05.129484Z""},""received_at"":""2024-12-16T20:07:05.175574830Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268993728","2024-12-16 21:06:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8H7W3A25QEHSEK43NVMK8T""],""received_at"":""2024-12-16T20:06:05.367217896Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10992,""frm_payload"":""AXVgA2csAQRoQQ=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":32.5,""temperature"":30},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2C 01 04 68 41"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:06:05.131439Z"",""timestamp"":627662435,""rssi"":-38,""channel_rssi"":-38,""snr"":8.75,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQEOO8pasCGgsIrZCCuwYQu7WZTSC45eKcovQJ"",""received_at"":""2024-12-16T20:06:05.138030488Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""868100000"",""timestamp"":627662435,""time"":""2024-12-16T20:06:05.131439Z""},""received_at"":""2024-12-16T20:06:05.163435792Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268993223","2024-12-16 21:05:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8H61GNKSSREZKY3JZPABYV""],""received_at"":""2024-12-16T20:05:05.378501241Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10991,""frm_payload"":""AXVgA2ctAQRoQw=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":33.5,""temperature"":30.1},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2D 01 04 68 43"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:05:05.133434Z"",""timestamp"":567663708,""rssi"":-37,""channel_rssi"":-37,""snr"":8.75,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQENy4144CGgsI8Y+CuwYQi53IUiDgjpPbwvIJ"",""channel_index"":7,""received_at"":""2024-12-16T20:05:05.149283176Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""867900000"",""timestamp"":567663708,""time"":""2024-12-16T20:05:05.133434Z""},""received_at"":""2024-12-16T20:05:05.174448541Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
"268992840","2024-12-16 21:04:05","/ttndata/eui-24e124785d161214-33","{""end_device_ids"":{""device_id"":""eui-24e124785d161214-33"",""application_ids"":{""application_id"":""test-provozu-aplikace""},""dev_eui"":""24E124785D161214"",""join_eui"":""24E124C0002A0001"",""dev_addr"":""260BF16F""},""correlation_ids"":[""gs:uplink:01JF8H46XMHB368VA9W819DA33""],""received_at"":""2024-12-16T20:04:05.378187833Z"",""uplink_message"":{""session_key_id"":""AZJePbL5EOrO2Mzbnyx17g=="",""f_port"":85,""f_cnt"":10990,""frm_payload"":""AXVgA2ctAQRoQw=="",""decoded_payload"":{""decoded"":{""battery"":96,""humidity"":33.5,""temperature"":30.1},""errors"":[],""format"":""hex"",""msg"":""01 75 60 03 67 2D 01 04 68 43"",""sensor"":""milesight_em300-th"",""warnings"":[]},""rx_metadata"":[{""gateway_ids"":{""gateway_id"":""eui-50303541790d4750"",""eui"":""50303541790D4750""},""time"":""2024-12-16T20:04:05.135449Z"",""timestamp"":507665011,""rssi"":-41,""channel_rssi"":-41,""snr"":7,""uplink_token"":""CiIKIAoUZXVpLTUwMzAzNTQxNzkwZDQ3NTASCFAwNUF5DUdQEPO0ifIBGgsItY+CuwYQjImoUiC4osWZ4/AJ"",""channel_index"":2,""received_at"":""2024-12-16T20:04:05.148756329Z""}],""settings"":{""data_rate"":{""lora"":{""bandwidth"":125000,""spreading_factor"":7,""coding_rate"":""4/5""}},""frequency"":""868500000"",""timestamp"":507665011,""time"":""2024-12-16T20:04:05.135449Z""},""received_at"":""2024-12-16T20:04:05.173391344Z"",""consumed_airtime"":""0.061696s"",""network_ids"":{""net_id"":""000013"",""ns_id"":""EC656E0000000181"",""tenant_id"":""ttn"",""cluster_id"":""eu1"",""cluster_address"":""eu1.cloud.thethings.network""}}}"
